"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","1989500","Victor  Pankratius and Ali-Reza  Adl-Tabatabai","","","","A Study of Transactional Memory vs. Locks in Practice","43--52","","10","transactional memory","10.1145/1989493.1989500","","","","","","","2011","","Proceedings of the Twenty-third Annual ACM Symposium on Parallelism in Algorithms and Architectures","SPAA '11","","978-1-4503-0743-7","San Jose, California, USA","ACM","New York, NY, USA"
"article","2487019","Olga  Baysal","","","","Informing Development Decisions: From Data to Information","1407--1410","","4","","","","","","","","","2013","","Proceedings of the 2013 International Conference on Software Engineering","ICSE '13","","978-1-4673-3076-3","San Francisco, CA, USA","IEEE Press","Piscataway, NJ, USA"
"article","3049889","Riyad  Parvez and Paul A. S. Ward and Vijay  Ganesh","","","","Combining Static Analysis and Targeted Symbolic Execution for Scalable Bug-finding in Application Binaries","116--127","","12","","","","","","","","","2016","","Proceedings of the 26th Annual International Conference on Computer Science and Software Engineering","CASCON '16","","","Toronto, Ontario, Canada","IBM Corp.","Riverton, NJ, USA"
"article","2811537","Martin  Tomasek and Tomas  Cerny","","","","On Web Services UI in User Interface Generation in Standalone Applications","363--368","","6","UI generated based model, user interfaces, web services","10.1145/2811411.2811537","","","","","","","2015","","Proceedings of the 2015 Conference on Research in Adaptive and Convergent Systems","RACS","","978-1-4503-3738-0","Prague, Czech Republic","ACM","New York, NY, USA"
"article","2970344","Rafi  Almhana and Wiem  Mkaouer and Marouane  Kessentini and Ali  Ouni","","","","Recommending Relevant Classes for Bug Reports Using Multi-objective Search","286--295","","10","Search-based software engineering, bug reports, multi-objective optimization, software maintenance","10.1145/2970276.2970344","","","","","","","2016","","Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering","ASE 2016","","978-1-4503-3845-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3183453","Nuthan  Munaiah","","","","Assisted Discovery of Software Vulnerabilities","464--467","","4","","10.1145/3183440.3183453","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings","ICSE '18","","978-1-4503-5663-3","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2591129","Cyrus  Omar and Jonathan  Aldrich and Richard C.  Gerkin","","","","Collaborative Infrastructure for Test-driven Scientific Model Validation","524--527","","4","cyberinfrastructure, model validation, unit testing","10.1145/2591062.2591129","","","","","","","2014","","Companion Proceedings of the 36th International Conference on Software Engineering","ICSE Companion 2014","","978-1-4503-2768-8","Hyderabad, India","ACM","New York, NY, USA"
"article","248456","Marc  Eisenstadt","","","","My Hairiest Bug War Stories","30--37","","8","","10.1145/248448.248456","Commun. ACM","April 1997","40","4","","April","1997","0001-0782","","","","","","ACM","New York, NY, USA"
"article","2820592","Jesus M. Gonzalez-Barahona and Gregorio  Robles and Daniel  Izquierdo-Cortazar","","","","The MetricsGrimoire Database Collection","478--481","","4","","","","","","","","","2015","","Proceedings of the 12th Working Conference on Mining Software Repositories","MSR '15","","978-0-7695-5594-2","Florence, Italy","IEEE Press","Piscataway, NJ, USA"
"article","2591108","Laura  Inozemtseva and Siddharth  Subramanian and Reid  Holmes","","","","Integrating Software Project Resources Using Source Code Identifiers","400--403","","4","Newton, Traceability, semantic links","10.1145/2591062.2591108","","","","","","","2014","","Companion Proceedings of the 36th International Conference on Software Engineering","ICSE Companion 2014","","978-1-4503-2768-8","Hyderabad, India","ACM","New York, NY, USA"
"article","2591176","Lukas  Schulte and Hitesh  Sajnani and Jacek  Czerwonka","","","","Active Files As a Measure of Software Maintainability","34--43","","10","active file, maintainability, risk, software metrics, source file change, technical debt","10.1145/2591062.2591176","","","","","","","2014","","Companion Proceedings of the 36th International Conference on Software Engineering","ICSE Companion 2014","","978-1-4503-2768-8","Hyderabad, India","ACM","New York, NY, USA"
"article","2157324","John  Barr and Ananda  Gunawardena","","","","Using Social Networking to Improve Student Learning Through Classroom Salon (Abstract Only)","656--656","","1","assessment, collaborative documents, social networking","10.1145/2157136.2157324","","","","","","","2012","","Proceedings of the 43rd ACM Technical Symposium on Computer Science Education","SIGCSE '12","","978-1-4503-1098-7","Raleigh, North Carolina, USA","ACM","New York, NY, USA"
"article","1859093","Adam  Duley and Chris  Spandikow and Miryung  Kim","","","","A Program Differencing Algorithm for Verilog HDL","477--486","","10","change types, empirical study, hardware description languages, program differencing, verilog","10.1145/1858996.1859093","","","","","","","2010","","Proceedings of the IEEE/ACM International Conference on Automated Software Engineering","ASE '10","","978-1-4503-0116-9","Antwerp, Belgium","ACM","New York, NY, USA"
"article","2635883","Miltiadis  Allamanis and Earl T.  Barr and Christian  Bird and Charles  Sutton","","","","Learning Natural Coding Conventions","281--293","","13","Coding conventions, naturalness of software","10.1145/2635868.2635883","","","","","","","2014","","Proceedings of the 22Nd ACM SIGSOFT International Symposium on Foundations of Software Engineering","FSE 2014","","978-1-4503-3056-5","Hong Kong, China","ACM","New York, NY, USA"
"article","2462501","Arto  Vihavainen and Thomas  Vikberg and Matti  Luukkainen and Martin  P&#228;rtel","","","","Scaffolding Students' Learning Using Test My Code","117--122","","6","automatic assessment, extreme apprenticeship, programming, situated learning, testing, verification","10.1145/2462476.2462501","","","","","","","2013","","Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education","ITiCSE '13","","978-1-4503-2078-8","Canterbury, England, UK","ACM","New York, NY, USA"
"article","2025121","Zuoning  Yin and Ding  Yuan and Yuanyuan  Zhou and Shankar  Pasupathy and Lakshmi  Bairavasundaram","","","","How Do Fixes Become Bugs?","26--36","","11","bug fixing, human factor, incorrect fixes, software bugs, testing","10.1145/2025113.2025121","","","","","","","2011","","Proceedings of the 19th ACM SIGSOFT Symposium and the 13th European Conference on Foundations of Software Engineering","ESEC/FSE '11","","978-1-4503-0443-6","Szeged, Hungary","ACM","New York, NY, USA"
"article","2499405","Thomas  Zimmermann","","","","Software Analytics = Sharing Information","1:1--1:1","1","1","","10.1145/2499393.2499405","","","","","","","2013","","Proceedings of the 9th International Conference on Predictive Models in Software Engineering","PROMISE '13","","978-1-4503-2016-0","Baltimore, Maryland, USA","ACM","New York, NY, USA"
"article","3275426","Sarah  Fakhoury","","","","Moving Towards Objective Measures of Program Comprehension","936--939","","4","Biometrics, Cognitive Load, Eyetracking, Program Comprehension, Source Code Lexicon, fNIRS","10.1145/3236024.3275426","","","","","","","2018","","Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering","ESEC/FSE 2018","","978-1-4503-5573-5","Lake Buena Vista, FL, USA","ACM","New York, NY, USA"
"article","1134751","Nenad  Jovanovic and Christopher  Kruegel and Engin  Kirda","","","","Precise Alias Analysis for Static Detection of Web Application Vulnerabilities","27--36","","10","PHP, alias analysis, cross-site scripting, data flow analysis, program analysis, scripting languages security, static analysis, web application security","10.1145/1134744.1134751","","","","","","","2006","","Proceedings of the 2006 Workshop on Programming Languages and Analysis for Security","PLAS '06","","1-59593-374-3","Ottawa, Ontario, Canada","ACM","New York, NY, USA"
"article","1985464","Jon  Eyolfson and Lin  Tan and Patrick  Lam","","","","Do Time of Day and Developer Experience Affect Commit Bugginess?","153--162","","10","bug detection, empirical study, source control system","10.1145/1985441.1985464","","","","","","","2011","","Proceedings of the 8th Working Conference on Mining Software Repositories","MSR '11","","978-1-4503-0574-7","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","3021484","Dhinakar  Kalyanasundaram and Meenakshi  D'Souza","","","","Static Vulnerability Analysis for Secure Mobile Platforms","195--201","","7","AST (Abstract Syntax Tree), CFG (Control Flow Graph), Common Criteria (CC), Global Platform (GP), JIL (Joint Interpretation Library), Java Card OpenPlatform (JCOP), Secure OS, Static analysis, TEE (Trusted Execution Environment), Target Of Evaluation (TOE), Vulnerability, eSE (embedded Secure Element)","10.1145/3021460.3021484","","","","","","","2017","","Proceedings of the 10th Innovations in Software Engineering Conference","ISEC '17","","978-1-4503-4856-0","Jaipur, India","ACM","New York, NY, USA"
"article","2814197","Rodrigo  Andrade","","","","Privacy and Security Constraints for Code Contributions","27--29","","3","Code Contribution, Constraint, Information Flow Control, Policy language","10.1145/2814189.2814197","","","","","","","2015","","Companion Proceedings of the 2015 ACM SIGPLAN International Conference on Systems, Programming, Languages and Applications: Software for Humanity","SPLASH Companion 2015","","978-1-4503-3722-9","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","3159537","Mark  Meysenburg and Tessa  Durham Brooks and Raychelle  Burks and Erin  Doyle and Timothy  Frey","","","","DIVAS: Outreach to the Natural Sciences Through Image Processing","777--782","","6","assessment, outreach, undergraduate instruction","10.1145/3159450.3159537","","","","","","","2018","","Proceedings of the 49th ACM Technical Symposium on Computer Science Education","SIGCSE '18","","978-1-4503-5103-4","Baltimore, Maryland, USA","ACM","New York, NY, USA"
"article","1540448","Thilo  Mende and Rainer  Koschke","","","","Revisiting the Evaluation of Defect Prediction Models","7:1--7:10","7","10","cost-sensitive performance measures, defect prediction","10.1145/1540438.1540448","","","","","","","2009","","Proceedings of the 5th International Conference on Predictor Models in Software Engineering","PROMISE '09","","978-1-60558-634-2","Vancouver, British Columbia, Canada","ACM","New York, NY, USA"
"article","3190332","Moritz  Beller","","","","Toward an Empirical Theory of Feedback-driven Development","503--505","","3","","10.1145/3183440.3190332","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings","ICSE '18","","978-1-4503-5663-3","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2184454","Viera K. Proulx","","","","Software Testing (in Java) from the Beginning","7--9","","3","","","J. Comput. Sci. Coll.","June 2012","27","6","","June","2012","1937-4771","","","","","","Consortium for Computing Sciences in Colleges","USA"
"article","1960322","Yusuke  Endoh","","","","ASystemC: An AOP Extension for Hardware Description Language","19--28","","10","hardware description language, systemc","10.1145/1960314.1960322","","","","","","","2011","","Proceedings of the Tenth International Conference on Aspect-oriented Software Development Companion","AOSD '11","","978-1-4503-0606-5","Porto de Galinhas, Brazil","ACM","New York, NY, USA"
"article","2667099","Julia  Schenk","","","","Evaluating Awareness Information in Distributed Collaborative Editing by Software-engineers","35--38","","4","CSCW, application sharing, collaborative editing, distributed software development, groupware, workspace awareness","","","","","","","","2012","","Proceedings of the First International Workshop on User Evaluation for Software Engineering Researchers","USER '12","","978-1-4673-1859-4","Zurich, Switzerland","IEEE Press","Piscataway, NJ, USA"
"article","3200493","Amanda  Lee and Jeffrey C. Carver","","","","Are One-time Contributors Different?: A Comparison to Core and Periphery Developers in FLOSS Repositories","1--10","","10","","10.1109/ESEM.2017.7","","","","","","","2017","","Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '17","","978-1-5090-4039-1","Markham, Ontario, Canada","IEEE Press","Piscataway, NJ, USA"
"article","1241686","Robert L. Glass","","","","One Man's Quest for the State of Software Engineering's Practice","21--23","","3","","10.1145/1230819.1241686","Commun. ACM","May 2007","50","5","","May","2007","0001-0782","","","","","","ACM","New York, NY, USA"
"article","2538976","John  DeNero and Stephen  Martinis","","","","Teaching Composition Quality at Scale: Human Judgment in the Age of Autograders","421--426","","6","introductory programming, web-based feedback","10.1145/2538862.2538976","","","","","","","2014","","Proceedings of the 45th ACM Technical Symposium on Computer Science Education","SIGCSE '14","","978-1-4503-2605-6","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","1972557","Anil  Kurmus and Alessandro  Sorniotti and R&#252;diger  Kapitza","","","","Attack Surface Reduction for Commodity OS Kernels: Trimmed Garden Plants May Attract Less Bugs","6:1--6:6","6","6","attack surface reduction, kernel hardening","10.1145/1972551.1972557","","","","","","","2011","","Proceedings of the Fourth European Workshop on System Security","EUROSEC '11","","978-1-4503-0613-3","Salzburg, Austria","ACM","New York, NY, USA"
"article","2884875","Bogdan  Vasilescu and Kelly  Blincoe and Qi  Xuan and Casey  Casalnuovo and Daniela  Damian and Premkumar  Devanbu and Vladimir  Filkov","","","","The Sky is Not the Limit: Multitasking Across GitHub Projects","994--1005","","12","GitHub, multitasking, productivity","10.1145/2884781.2884875","","","","","","","2016","","Proceedings of the 38th International Conference on Software Engineering","ICSE '16","","978-1-4503-3900-1","Austin, Texas","ACM","New York, NY, USA"
"article","3240298","Partha  Chakraborty and Rifat  Shahriyar and Anindya  Iqbal and Amiangshu  Bosu","","","","Understanding the Software Development Practices of Blockchain Projects: A Survey","28:1--28:10","28","10","bitcoin, blockchain, cryptocurrency, ethereum, survey","10.1145/3239235.3240298","","","","","","","2018","","Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '18","","978-1-4503-5823-1","Oulu, Finland","ACM","New York, NY, USA"
"article","2884843","Maria  Christakis and Peter  M&#252;ller and Valentin  W&#252;stholz","","","","Guiding Dynamic Symbolic Execution Toward Unverified Program Executions","144--155","","12","","10.1145/2884781.2884843","","","","","","","2016","","Proceedings of the 38th International Conference on Software Engineering","ICSE '16","","978-1-4503-3900-1","Austin, Texas","ACM","New York, NY, USA"
"article","2486957","Olga  Baysal and Reid  Holmes and Michael W.  Godfrey","","","","Situational Awareness: Personalizing Issue Tracking Systems","1185--1188","","4","","","","","","","","","2013","","Proceedings of the 2013 International Conference on Software Engineering","ICSE '13","","978-1-4673-3076-3","San Francisco, CA, USA","IEEE Press","Piscataway, NJ, USA"
"article","2820146","Thomas  Zimmermann","","","","Software Analytics for Digital Games: Keynote Abstract","1--2","","2","digital games, software analytics","","","","","","","","2015","","Proceedings of the Fourth International Workshop on Games and Software Engineering","GAS '15","","","Florence, Italy","IEEE Press","Piscataway, NJ, USA"
"article","2886469","Sylvie L. Foss and Gail C. Murphy","","","","Do Developers Respond to Code Stability Warnings?","162--170","","9","","","","","","","","","2015","","Proceedings of the 25th Annual International Conference on Computer Science and Software Engineering","CASCON '15","","","Markham, Canada","IBM Corp.","Riverton, NJ, USA"
"article","3200546","Meng  Yan and Yicheng  Fang and David  Lo and Xin  Xia and Xiaohong  Zhang","","","","File-level Defect Prediction: Unsupervised vs. Supervised Models","344--353","","10","effort-aware defect prediction, inspection effort, replication study","10.1109/ESEM.2017.48","","","","","","","2017","","Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '17","","978-1-5090-4039-1","Markham, Ontario, Canada","IEEE Press","Piscataway, NJ, USA"
"article","2820597","Mayy  Habayeb and Andriy  Miranskyy and Syed Shariyar Murtaza and Leotis  Buchanan and Ayse  Bener","","","","The Firefox Temporal Defect Dataset","498--501","","4","","","","","","","","","2015","","Proceedings of the 12th Working Conference on Mining Software Repositories","MSR '15","","978-0-7695-5594-2","Florence, Italy","IEEE Press","Piscataway, NJ, USA"
"article","2737899","Yamiko Joseph Msosa and Melissa  Densmore and C. Maria Keet","","","","Towards an Architectural Design of a Guideline-driven EMR System: A Contextual Inquiry of Malawi","49:1--49:4","49","4","ICT4D, clinical decision support, clinical practice guidelines, protocols","10.1145/2737856.2737899","","","","","","","2015","","Proceedings of the Seventh International Conference on Information and Communication Technologies and Development","ICTD '15","","978-1-4503-3163-0","Singapore, Singapore","ACM","New York, NY, USA"
"article","3001919","Sam  Castle and Fahad  Pervaiz and Galen  Weld and Franziska  Roesner and Richard  Anderson","","","","Let's Talk Money: Evaluating the Security Challenges of Mobile Money in the Developing World","4:1--4:10","4","10","Android, ICTD, finance, fraud, human factors, mBanking, mobile money","10.1145/3001913.3001919","","","","","","","2016","","Proceedings of the 7th Annual Symposium on Computing for Development","ACM DEV '16","","978-1-4503-4649-8","Nairobi, Kenya","ACM","New York, NY, USA"
"article","3238183","Michael  Hilton and Jonathan  Bell and Darko  Marinov","","","","A Large-scale Study of Test Coverage Evolution","53--63","","11","Software testing, code coverage, empirical study, flaky tests","10.1145/3238147.3238183","","","","","","","2018","","Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering","ASE 2018","","978-1-4503-5937-5","Montpellier, France","ACM","New York, NY, USA"
"article","809726","John O.B. Greaves and Art  Bailey","","","","Software Testing and the PABX","185--192","","8","","10.1145/800173.809726","","","","","","","1983","","Proceedings of the 1983 Annual Conference on Computers : Extending the Human Resource","ACM '83","","0-89791-120-2","","ACM","New York, NY, USA"
"article","3168407","Fengyu  Qiu and Weiyi  Ge and Xinyu  Dai","","","","Code Recommendation with Natural Language Tags and Other Heterogeneous Data","137--142","","6","Code Recommendation, Heterogeneous Data, Hybrid Linear Model, Recommender Systems","10.1145/3168390.3168407","","","","","","","2017","","Proceedings of the 2017 International Conference on Computer Science and Artificial Intelligence","CSAI 2017","","978-1-4503-5392-2","Jakarta, Indonesia","ACM","New York, NY, USA"
"article","332848","Laurie A. Williams and Robert R. Kessler","","","","All I Really Need to Know About Pair Programming I Learned in Kindergarten","108--114","","7","","10.1145/332833.332848","Commun. ACM","May 2000","43","5","","May","2000","0001-0782","","","","","","ACM","New York, NY, USA"
"article","3182514","Shane  McIntosh and Yasutaka  Kamei","","","","Are Fix-inducing Changes a Moving Target?: A Longitudinal Case Study of Just-in-time Defect Prediction","560--560","","1","","10.1145/3180155.3182514","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering","ICSE '18","","978-1-4503-5638-1","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","585059","L. Peter Deutsch","","","","Engineering Broad-spectrum Document Software: Lessons from Ghostscript","1--1","","1","","10.1145/585058.585059","","","","","","","2002","","Proceedings of the 2002 ACM Symposium on Document Engineering","DocEng '02","","1-58113-594-7","McLean, Virginia, USA","ACM","New York, NY, USA"
